angle_deg     ieee754_hex         sin_pre         sin_out    sin_out_real         sin_err         cos_pre         cos_out    cos_out_real         cos_err        flip_out
      -89        c2b20000       -0.999848            8007       -0.999786        0.000061        0.017452            023d        0.017487        0.000034               1
      -90        c2b40000       -1.000000            8000       -1.000000        0.000000        0.000000            0000        0.000000       -0.000000               1
      -91        c2b60000       -0.999848            8004       -0.999878       -0.000030       -0.017452            fdc1       -0.017548       -0.000095               1
      -92        c2b80000       -0.999391            8014       -0.999390        0.000001       -0.034899            fb85       -0.035004       -0.000104               1
      -93        c2ba0000       -0.998630            802f       -0.998566        0.000064       -0.052336            f94d       -0.052338       -0.000002               1
      -94        c2bc0000       -0.997564            8050       -0.997559        0.000005       -0.069756            f70d       -0.069916       -0.000159               1
      -95        c2be0000       -0.996195            807c       -0.996216       -0.000021       -0.087156            f4da       -0.087097        0.000059               1
      -96        c2c00000       -0.994522            80b2       -0.994568       -0.000046       -0.104528            f29e       -0.104553       -0.000025               1
      -97        c2c20000       -0.992546            80f3       -0.992584       -0.000038       -0.121869            f066       -0.121887       -0.000018               1
      -98        c2c40000       -0.990268            813c       -0.990356       -0.000088       -0.139173            ee31       -0.139130        0.000043               1
      -99        c2c60000       -0.987688            8193       -0.987701       -0.000013       -0.156434            ebfb       -0.156403        0.000032               1
     -100        c2c80000       -0.984808            81f1       -0.984833       -0.000025       -0.173648            e9c5       -0.173676       -0.000027               1
     -101        c2ca0000       -0.981627            825c       -0.981567        0.000060       -0.190809            e792       -0.190857       -0.000048               1
     -102        c2cc0000       -0.978148            82c9       -0.978241       -0.000093       -0.207912            e567       -0.207794        0.000118               1
     -103        c2ce0000       -0.974370            8349       -0.974335        0.000035       -0.224951            e336       -0.224915        0.000037               1
     -104        c2d00000       -0.970296            83cd       -0.970306       -0.000011       -0.241922            e108       -0.241943       -0.000021               1
     -105        c2d20000       -0.965926            845e       -0.965881        0.000044       -0.258819            dedd       -0.258881       -0.000062               1
     -106        c2d40000       -0.961262            84f4       -0.961304       -0.000042       -0.275637            dcb5       -0.275726       -0.000089               1
     -107        c2d60000       -0.956305            8598       -0.956299        0.000006       -0.292372            da98       -0.292236        0.000135               1
     -108        c2d80000       -0.951057            8647       -0.950958        0.000098       -0.309017            d874       -0.308960        0.000057               1
     -109        c2da0000       -0.945519            86f8       -0.945557       -0.000038       -0.325568            d658       -0.325439        0.000129               1
     -110        c2dc0000       -0.939693            87b4       -0.939819       -0.000127       -0.342020            d438       -0.342041       -0.000021               1
     -111        c2de0000       -0.933580            8880       -0.933594       -0.000013       -0.358368            d21d       -0.358490       -0.000122               1
     -112        c2e00000       -0.927184            894d       -0.927338       -0.000154       -0.374607            d00b       -0.374664       -0.000058               1
     -113        c2e20000       -0.920505            8a2d       -0.920502        0.000003       -0.390731            cdf9       -0.390839       -0.000107               1
     -114        c2e40000       -0.913545            8b13       -0.913483        0.000063       -0.406737            cbf1       -0.406708        0.000029               1
     -115        c2e60000       -0.906308            8c01       -0.906219        0.000088       -0.422618            c9e3       -0.422760       -0.000142               1
     -116        c2e80000       -0.898794            8cf5       -0.898773        0.000021       -0.438371            c7e5       -0.438324        0.000047               1
     -117        c2ea0000       -0.891007            8df6       -0.890930        0.000076       -0.453990            c5e2       -0.454041       -0.000050               1
     -118        c2ec0000       -0.882948            8f00       -0.882813        0.000135       -0.469472            c3e6       -0.469543       -0.000072               1
     -119        c2ee0000       -0.874620            900b       -0.874664       -0.000045       -0.484810            c1f2       -0.484802        0.000007               1
     -120        c2f00000       -0.866025            9126       -0.866028       -0.000002       -0.500000            bfff       -0.500031       -0.000031               1
     -121        c2f20000       -0.857167            9248       -0.857178       -0.000010       -0.515038            be13       -0.515045       -0.000007               1
     -122        c2f40000       -0.848048            9378       -0.847900        0.000148       -0.529919            bc28       -0.530029       -0.000110               1
     -123        c2f60000       -0.838671            94a8       -0.838623        0.000048       -0.544639            ba4c       -0.544556        0.000083               1
     -124        c2f80000       -0.829038            95e7       -0.828888        0.000150       -0.559193            b86f       -0.559113        0.000080               1
     -125        c2fa0000       -0.819152            9728       -0.819092        0.000060       -0.573576            b695       -0.573578       -0.000001               1
     -126        c2fc0000       -0.809017            9879       -0.808807        0.000210       -0.587785            b4c3       -0.587799       -0.000014               1
     -127        c2fe0000       -0.798636            99c8       -0.798584        0.000052       -0.601815            b2f8       -0.601807        0.000008               1
     -128        c3000000       -0.788011            9b24       -0.787964        0.000047       -0.615661            b133       -0.615631        0.000030               1
     -129        c3010000       -0.777146            9c8b       -0.777008        0.000138       -0.629320            af74       -0.629272        0.000048               1
     -130        c3020000       -0.766044            9def       -0.766144       -0.000099       -0.642788            adbe       -0.642639        0.000148               1
     -131        c3030000       -0.754710            9f65       -0.754730       -0.000021       -0.656059            ac0a       -0.655945        0.000114               1
     -132        c3040000       -0.743145            a0e3       -0.743073        0.000072       -0.669131            aa5b       -0.669098        0.000033               1
     -133        c3050000       -0.731354            a267       -0.731232        0.000122       -0.681998            a8b9       -0.681854        0.000144               1
     -134        c3060000       -0.719340            a3ef       -0.719269        0.000071       -0.694658            a719       -0.694550        0.000109               1
     -135        c3070000       -0.707107            a57f       -0.707062        0.000045       -0.707107            a57e       -0.707092        0.000014               1
     -136        c3080000       -0.694658            a719       -0.694550        0.000109       -0.719340            a3e9       -0.719452       -0.000112               2
     -137        c3090000       -0.681998            a8b7       -0.681915        0.000083       -0.731354            a261       -0.731415       -0.000061               2
     -138        c30a0000       -0.669131            aa59       -0.669159       -0.000028       -0.743145            a0e1       -0.743134        0.000011               2
     -139        c30b0000       -0.656059            ac08       -0.656006        0.000053       -0.754710            9f65       -0.754730       -0.000021               2
     -140        c30c0000       -0.642788            adbc       -0.642700        0.000087       -0.766044            9def       -0.766144       -0.000099               2
     -141        c30d0000       -0.629320            af74       -0.629272        0.000048       -0.777146            9c87       -0.777130        0.000016               2
     -142        c30e0000       -0.615661            b133       -0.615631        0.000030       -0.788011            9b22       -0.788025       -0.000014               2
     -143        c30f0000       -0.601815            b2f8       -0.601807        0.000008       -0.798636            99c8       -0.798584        0.000052               2
     -144        c3100000       -0.587785            b4c7       -0.587677        0.000108       -0.809017            9871       -0.809052       -0.000035               2
     -145        c3110000       -0.573576            b699       -0.573456        0.000121       -0.819152            9724       -0.819214       -0.000062               2
     -146        c3120000       -0.559193            b86f       -0.559113        0.000080       -0.829038            95e3       -0.829010        0.000028               2
     -147        c3130000       -0.544639            ba4e       -0.544495        0.000144       -0.838671            94a6       -0.838684       -0.000014               2
     -148        c3140000       -0.529919            bc2b       -0.529938       -0.000018       -0.848048            9372       -0.848083       -0.000035               2
     -149        c3150000       -0.515038            be16       -0.514954        0.000084       -0.857167            9246       -0.857239       -0.000071               2
     -150        c3160000       -0.500000            c000       -0.500000       -0.000000       -0.866025            9124       -0.866089       -0.000063               2
     -151        c3170000       -0.484810            c1f3       -0.484772        0.000038       -0.874620            900d       -0.874603        0.000016               2
     -152        c3180000       -0.469472            c3ed       -0.469330        0.000142       -0.882948            8ef8       -0.883057       -0.000109               2
     -153        c3190000       -0.453990            c5e5       -0.453949        0.000042       -0.891007            8df4       -0.890991        0.000015               2
     -154        c31a0000       -0.438371            c7e6       -0.438293        0.000078       -0.898794            8cf3       -0.898834       -0.000040               2
     -155        c31b0000       -0.422618            c9e7       -0.422638       -0.000020       -0.906308            8bfd       -0.906342       -0.000034               2
     -156        c31c0000       -0.406737            cbf4       -0.406616        0.000120       -0.913545            8b0f       -0.913605       -0.000059               2
     -157        c31d0000       -0.390731            ce02       -0.390564        0.000167       -0.920505            8a2b       -0.920563       -0.000058               2
     -158        c31e0000       -0.374607            d016       -0.374329        0.000278       -0.927184            894f       -0.927277       -0.000093               2
     -159        c31f0000       -0.358368            d222       -0.358337        0.000031       -0.933580            8882       -0.933533        0.000048               2
     -160        c3200000       -0.342020            d43d       -0.341888        0.000132       -0.939693            87ba       -0.939636        0.000056               2
     -161        c3210000       -0.325568            d659       -0.325409        0.000159       -0.945519            86fa       -0.945496        0.000023               2
     -162        c3220000       -0.309017            d874       -0.308960        0.000057       -0.951057            8642       -0.951111       -0.000054               2
     -163        c3230000       -0.292372            da98       -0.292236        0.000135       -0.956305            8597       -0.956329       -0.000025               2
     -164        c3240000       -0.275637            dcb5       -0.275726       -0.000089       -0.961262            84f9       -0.961151        0.000111               2
     -165        c3250000       -0.258819            dee1       -0.258759        0.000061       -0.965926            845b       -0.965973       -0.000047               2
     -166        c3260000       -0.241922            e10c       -0.241821        0.000101       -0.970296            83d0       -0.970215        0.000081               2
     -167        c3270000       -0.224951            e337       -0.224884        0.000067       -0.974370            834a       -0.974304        0.000066               2
     -168        c3280000       -0.207912            e566       -0.207825        0.000087       -0.978148            82ce       -0.978088        0.000059               2
     -169        c3290000       -0.190809            e794       -0.190796        0.000013       -0.981627            825b       -0.981598        0.000029               2
     -170        c32a0000       -0.173648            e9c7       -0.173615        0.000034       -0.984808            81f4       -0.984741        0.000067               2
     -171        c32b0000       -0.156434            ebfb       -0.156403        0.000032       -0.987688            8194       -0.987671        0.000017               2
     -172        c32c0000       -0.139173            ee31       -0.139130        0.000043       -0.990268            8141       -0.990204        0.000064               2
     -173        c32d0000       -0.121869            f06e       -0.121643        0.000226       -0.992546            80f2       -0.992615       -0.000069               2
     -174        c32e0000       -0.104528            f2a0       -0.104492        0.000036       -0.994522            80b5       -0.994476        0.000046               2
     -175        c32f0000       -0.087156            f4da       -0.087097        0.000059       -0.996195            807f       -0.996124        0.000070               2
     -176        c3300000       -0.069756            f70f       -0.069855       -0.000098       -0.997564            804f       -0.997589       -0.000025               2
     -177        c3310000       -0.052336            f94f       -0.052277        0.000059       -0.998630            802e       -0.998596        0.000033               2
     -178        c3320000       -0.034899            fb8b       -0.034821        0.000079       -0.999391            8015       -0.999359        0.000032               2
     -179        c3330000       -0.017452            fdc3       -0.017487       -0.000034       -0.999848            8007       -0.999786        0.000061               2
     -180        c3340000       -0.000000            0000        0.000000        0.000000       -1.000000            8000       -1.000000        0.000000               2
Accumulated relative sin error: 0.011111
Accumulated relative cos error: 0.011111
